Post Text,Score
"① Please [edit] the bottom code snippet to be a [mre] of you calling your function without third-party or private code, and the expected i/o types so we can all test it.  ② I'm not sure how you intend to &quot;preserve the type&quot; when all the keys are different; you'd need to write a type mapping function that actually converts keys as well.  It's possible that you're looking for [the code at this playground link](https://tsplay.dev/WozdLm).  Is that it? If so, I'll write an answer explaining (but please do [edit] in a [mre] first); if not, what am I missing?",0
Does this answer your question? [Unexpected errors and warnings when running json-server --watch](https://stackoverflow.com/questions/77787616/unexpected-errors-and-warnings-when-running-json-server-watch),0
"I tried the above, it doesn't work, pinned messages do not appear in the first messages.",0
I appreciate you taking the time to answer the questions which was asked. Thank you also for providing explanations.,0
Does this answer your question? [Unexpected errors and warnings when running json-server --watch](https://stackoverflow.com/questions/77787616/unexpected-errors-and-warnings-when-running-json-server-watch),0
feel free to accept my answer then :),0
There were some old proton jars as well in lib folder. I removed the old versions of jar and now getting &quot;jakarta.jms.JMSException: java.nio.channels.ClosedChannelException&quot; at the same line. The code does work using a normal java application and simply using jakarta jms and qpid jms libraries,0
*I'm not responsible for any change in the page.* - which is why you'd need to include enough context from the link with your answer. Please follow [How to Answer](https://stackoverflow.com/help/how-to-answer) before answering any question.,0
Hi. Check out issue 7812 I think its related.&#xA;https://github.com/vega/vega-lite/issues/7812&#xA;&#xA;&quot;only selection parameters can be nested within views. Variable parameters can only be defined at the top-level.&quot;,0
Does this answer your question? [Minimum Spring version compatible with Java 11](https://stackoverflow.com/questions/51427248/minimum-spring-version-compatible-with-java-11) . Answers linked to the thread specifies the spring-boot version too.,0
"I vote to reopen because (1) this error message is different to the proposed duplicate, and (2) the answers in the &quot;duplicate&quot; are not relevant to this question.",0
@bhomaidan90 Attached the code snippets for reference.,0
Rewrite with a generic parameter: https://tsplay.dev/mq0MJN,0
Workbook and Workbooks are different.  Make sure you are consistent.  Second line should be Excel.Worbooks,0
"As @AndyWilkinson and https://github.com/spring-projects/spring-boot/wiki/Spring-Boot-3.2-Release-Notes#upgrading-from-spring-boot-31 mentioned, compile with parameter names. Maybe this is not all you need, but it is a start.",0
"certain yt videos have restrictions so you cant use it anonymously with API's, you have to provide your google oauth creds to basically use it.",0
@user692942 Thank you for your suggestion but I already tried that and same result. The test variable as a value of 14833 before the Fix() in both cases (at least according to the Response.Write).,0
I also fixed it by brew installing a newer version of postgres `brew install postgres@14` even though the remote database is pg 13.10. The failing version from brew was 13.13,0
"don't use Turtle blank node notation for the `DELETE` and `WHERE` part, i.e.  instead use `?person  :hasAttribute ?attr . ?attr rdf:type  :weight;  :hasValue ?oldWeight  .`",0
"I accepted your answer, because it made me realize that instead of [:read-only](https://developer.mozilla.org/en-US/docs/Web/CSS/:read-only), I just had to use `[readonly]`!",0
"Also...  &gt; &quot;This is the requirement for some reason&quot; &lt; If I were you, I would try to figure out what this reason is, because it shouldn't be necessary to do what you're doing.",0
This is the correct way to do this in modern times.  UNLINK is a very fast operation and combining this with `nc -v &lt;yourredisserver&gt; 6379` I was able to remove 3M keys out of a 95m key redis instance in 2.5 mins. This is on redis 5 and it would be even faster on 6.,0
Use a different name for your `foo` parameter so it doesn't shadow the outer `str`?,0
@dalton_c I have tried adding &#xA;#import &lt;FingerprintScanSDK/FingerprintSDKWrapper.h&gt; but I am getting an error &quot;'FingerprintScanSDK/FingerprintSDKWrapper.h' file not found&quot;,0
the settings.py looks like:,0
"No, the sign up is successful and the user is visible in the authentication tab in Firebase. Even their email is visible in the Firebase console, but when I try to get it by calling FirebaseAuth.getInstance().currentUser.email, it returns null.",0
"In fact it describes same issue - interesting enough, that after so many years it's still same for all described browsers. Maybe someone knows an other way to do it for current browsers?",0
"thanks, this works for me when deploying flutter web",0
It is: https://developer.apple.com/documentation/appkit/nsworkspace/desktopimageoptionkey/1534270-imagescaling,0
"Is it possible to set the position of the Arrow using x-axis coordinates, similar to the   `xmin = 2000, xmax = 3000` in my code?  The arrow is not always in the same position, and it is important that the arrow correlate with the numerical values on the x-axis.  My example did not emphasize this requirement, and I apologize.",65
@Bergi Unfortunately It's not possible for some internal reason,0
"Problem solved Thanks for guiding me as I am very new to this........PS C:\Users\dewas\OneDrive\Desktop\Projects\React tutorial\tuts&gt; json-server --watch db.json&#xA;&gt;&gt;&#xA;--watch/-w can be omitted, JSON Server 1+ watches for file changes by default&#xA;File db.json not found&#xA;PS C:\Users\dewas\OneDrive\Desktop\Projects\React tutorial\tuts&gt; json-server Data/db.json&#xA;JSON Server started on PORT :3000&#xA;Press CTRL-C to stop&#xA;Watching Data/db.json...&#xA;&#xA;(˶ᵔ ᵕ ᵔ˶)&#xA;&#xA;Index:&#xA;http://localhost:3000/&#xA;&#xA;Static files:&#xA;Serving ./public directory if it exists&#xA;&#xA;Endpoints:&#xA;http://localhost:3000/blogs",0
I can't see anything. Please not all settings.py.... just the INSTALLED_APPS list,0
related: https://stackoverflow.com/q/39875909,0
Give people some time,0
"This solution seems to work fine, thank you! Only slight problem is that once I run it I need to respond with an -a to the question of `e/o/a` that I mentioned in my comment above for every file it goes through, but I had that problem before too and i'm sure if I start looking around in the `ncks` documentation I will find a solution. But again, thank you",0
@Spencer `std::is_same` still works because it simply gets instantiated and then the compiler checks the `::value` member in the trait. It's not the same for the copy constructor though because the compiler must know that `foo(this_type const&amp;) = default;` is defaulting the copy constructor without instantiating this member. Class template members in are only instantiated when they are used.,0
"Frankly, I would just use `string(//span[@class='_39I1Z _2ITlL _3D3LC _3NGVr embTL _1zNVc'])`.",0
"You can tell a JTable to keep repainting a cell with an animated GIF in it, and you will see the animation proceed. This is not so with an indeterminate progress bar. No matter how many times you redraw the cell, the animation is frozen in time.  The bar itself stops animating, and I have failed to find a work-around besides &quot;make your own ProgressBarUI&quot;.",0
"Can you share the server start log where it writes the commit id, so that we can check if you are on the right commit version?",0
"Went ahead and added that too, still nada. I did find out that the only color that works with the bg tag is red for some reason, so something is just not working with Tailwind. bg-red-500 changes the background to red, but any other color just defaults to white.",0
"Thank you very much, it work",0
"With `u`, for example: `if (playerRow-1 &gt; 0 &amp;&amp; playerRow-1 &lt;= board_width) {` Why do you need that 2nd condition?",0
Is there a way to verify if the format is properly taken into account ? I still get &quot;invalid disk type 22&quot; when trying to boot from the vmdk file on ESXi 6.7. &#xA;I'd like to avoid using vmkfstools as it's unavailable from linux and requires a lot of local space on the ESXi server doing the conversion.,0
If the code works from a standard Java application with only the required jars in the classpath that suggests there's something on your classpath in SoapUI that's causing a problem.,0
I actually created a sample app for this and it works. Are you having the same error about &quot;Object reference...&quot;?,0
Aren't you missing an await at either `return fetch(...)` or `return response.json();`?,0
Or instead of getting site key from iframe src you can get the page source and save it in html file then with the help of bs4 read the html file and then using 'g-recaptcha' this class to get its attribute,0
"@Shivansh, as you've already found out WA keeps updating the page to reflect the internal state.&#xA;Take a look at this related question: https://stackoverflow.com/questions/77609850/chrome-extension-for-sending-whatsapp-messages-with-name",0
If it's a system procedure then I **strongly** suggest you leave it as is; changing them could *easily* cause significant problems on your instance.,0
"Why not use a Chromedriver version that matches the Chrome version, or a Chrome version that matches the driver's version?",0
"You are sampling from two values `c(0,1)` but are supplying three probabilities `c(0.2, 0.3, 0.4)`. I'm not sure exactly what behavior you are expecting here. Are you trying to specify the probability for just the 0 value? R rarely evaluates expressions row-by-row by default since that's inefficient. It will try to operate on the columns of the data all at once.",0
Does this answer your question? [401 Bad credentials when try to hook code pipeline with GitHub](https://stackoverflow.com/questions/71905312/401-bad-credentials-when-try-to-hook-code-pipeline-with-github),0
@AdamVincent And how come it runs locally without problems?!!,0
The first code is to get instructional text that dissapear and reappear when something is entered or erased. The second code is to get rows to showed in other sheets depending of something being entered in a row in this sheet and an option &quot;success&quot; to be selected in a drop-down list. The third one is the same but with other rows in another sheet.,0
@TeDi you're welcome.,0
"Hey there @George Vilau, thank you for your response and assistance. As mentioned in my original post, I’ve already cited @CrossOrigin(origins=&quot;*&quot;). Would you happen to have any other suggestions? I’ve already tried programmatically setting the content type to application/json, and they’ve all failed. I think the browser is the culprit.",0
"INSTALLED_APPS =  [&#xA;    'django.contrib.admin',&#xA;    'django.contrib.auth',&#xA;    'django.contrib.contenttypes',&#xA;    'django.contrib.sessions',&#xA;    'django.contrib.messages',&#xA;    'django.contrib.staticfiles',&#xA;]",0
"no, just this simple configuration worked fine until migration happened",0
"Please see [ask], then revise your title to ask a clear, specific question. Don't add tags.",0
"@devster it's the same API, but images can be uploaded with different media types, rate limits can affect requests, multi-platform images and build attestations could cause issues. The shell script just takes a very simple happy path and assumes none of those will be an issue. The regctl command, along with tools like crane or skopeo, all handle this much better, with support for more registries and media types, and even let you pick which platform for a multi-platform image.",0
Dude you saved my life ! Crazy this is not included in Xcode..,0
You're correct I had a typo error in the arn it worked Thanks!,0
My client is working on NFI and they said Swift code is not supported at all. I don't know the reason. So I choose to provide them in both way.,0
What I find puzzling is the warning &quot;Runtime environment or build system does not support multi-release JARs.&quot; (which is in fact the root cause of your problem) but your settings show that multi-release is true.,0
"if you got objects that come and go, why not just have the navmesh adjustements on them so they carve the holes as they appear/move/or go ...",0
"Rui just update the question, and I followed your recommendation using .net8 project",0
"@NathanOliver  Yet the compiler has all of that information when building the full specialization of `foo&lt;int, void&gt;`.  Is it necessary for the `default` to be processed (and rejected) earlier?",0
"@ValerioBozz I rejected the suggested edit and also commented on why I think it should not be done 22 hours ago, but apparently others approved it 6 hours ago. It's not easy to see what consequences a suggested edit can have from the the _review suggested edits queue_ tool that we have and I think the approval was a mistake that will make this Q&amp;A _less_ useful in the future than it's proven to be over the last 3 years.",0
"But this is worse, right? Since you get lower framebuffer resolution.",0
Constrained identity function. Best explained via this article: https://kentcdodds.com/blog/how-to-write-a-constrained-identity-function-in-typescript,0
"Cookies and HTTP headers are not the same thing, why are you trying to interchange them?",0
"Great work. For the record, the timings are much closer using R 4.4.0 (devel) and integer is often very slightly faster in all cases.",0
Something like ` awk '$0~/\[ something_&amp;_C-alpha \]*/{flg=1}flg' yourfile.txt` would do the trick. Essentially just setting a flag to true when a line that matches your search string is found.,0
"The mistake was a typo, you used &quot;contentDiscription&quot;, should've used &quot;contentDescription&quot; (if you scroll down you will see my answer from yesterday)",0
"Any way around, Isabelle/C seems to be more a research tool than a production tool.  You might find somebody around here who knows enough about it to explain in detail how to apply it successfully to your code, but you would be much more likely to find help in the research group from which Isabelle and Isabelle/C emerged.",0
"@DeepakPanchal have you tried to upgrade in smaller steps (to 3.0.13, 3.1.7)? That may help to identify your problems more easily. For each step also look for deprecated config warnings on startup.",0
Just do `SomeClass.str`?,0
@user3808252 That was not clear. See my updated answer.,0
"First of all, this question is not programming related and does not belong to StackOverflow. I recommend to ask this at [su]. But even there, I guess you will get more help if you describe, how you have configured your terminal (i.e. how you start the command- or powershell), and what VSC version you are using.",0
"So, the full answer depends on when the `= default` is processed.",0
"`sed -e '/\[ something_&amp;_C-alpha \]/p' -e '1,/\[ something_&amp;_C-alpha \]/d'` works for me, but I think it's dependent on the version of `sed`.",0
"I can't believe it took so long to find this answer. You saved me so much time, thank you. I wonder if this has been reported somewhere as a known bug. The runtime compilation should take into account GlobalUsings.cs. It doesn't warn you that these will be ignored and must be added to that _ViewImports file. Not a dev-friendly experience!",0
"Sometimes, log output gets updated to the latest value within miliseconds when it's not a primitive value. try logging `product_name`  by wrapping it in `JSON.stringify()`",0
"Would be helpful to include the actual example of usage as it is missing from official documentation: &#xA;`client.insert_dataframe('INSERT INTO your_table VALUES', df)`",0
Try just adding `#import &quot;FingerprintSDKWrapper.h&quot;`,0
"There's a typo: you wrote &quot;imageFromURL&quot; and &quot;imageFromServerURL&quot;, should be same func name.",0
*However when I use java -jar myApp.java I see...* That doesn't make sense. Why not something more like `java -jar myApp.jar`?,0
"The question was about &quot;take a stream rather than a string&quot;, this approach at least doubles the memory consumption (because of the string allocation) compared to direct stream reading. Btw streamReader may be disposed before calling DeserializeObject.",0
"Hi @hardillb I am having a Azure event grid MQTT, on web socket it supports authentication using client certificates and client key. I used the [this](https://gist.github.com/jimrok/d25cb45b840f5a4ad700) code to create socket factory but I am getting ` javax.net.ssl.SSLException: Unexpected error: java.security.InvalidAlgorithmParameterException: the trustAnchors parameter must be non-empty` exception while connecting to the broker. While I check with other MQTT client like MQTTBox and MQTTX then connection is successful . How can show some light on what wrong I am doing here?",0
This makes it unnecessarily inconvenient. As Heretic Monkey mentioned this can be achieved using css or as Green Dev answered using a `styledComponent`.,0
probably because of cookies and the fact that the website can check if you're a Python agent/bot or a real person,0
you did not include your app name in the INSTALLED_APPS list. I will edit my answer to show you how to do that. You said your app name is `Diabetes_Prediction` and project name is `Diabetes_Prediction`? Please make sure you're not confusing both.,43
"Yes, I'm connected to a database. OfficerLangVM is not a table in the database so that might be my problem.",0
could you take a look to this? the original question - answer it is a bit confusing https://stackoverflow.com/questions/77787835/expiring-mac-development-certificate-will-shut-down-my-delivered-app-distributed,0
"Oh, sorry. This is mistake. Corrected.",0
"In the first row, I want to draw a 0 with probability 0.2 (hence a 1 with probability 0.8), in the second row I want to draw a 0 with probability 0.3 (hence a 1 with probability 0.7)...",0
"afaik, you need to make udf, `spark.udf.register('nanmean', np.nanmean)`  ref: https://stackoverflow.com/a/69732269/2956135",0
Did you try to use `v-slot:header-item.1` as shown in doc: https://vuetifyjs.com/en/api/v-stepper/#slots ?,0
1. You should not suppress this error since it is important. 2. Take a look at [this](https://stackoverflow.com/questions/77787577/how-get-jwt-token-from-local-storage-in-server-side-component/77787818#77787818) answer I wrote that covers the same topic,0
"To answer my own question for future users, yes you can restore from a remote branch provided you fetch it first &quot;git fetch --depth=1 origin master&quot;",0
Show me the lines in your settings.py enclosed in &quot;&quot;&quot; &quot;&quot;&quot;. It should be at the top of your settings.py,0
"So when you say &quot;when the `data` argument is a CIF that returns a function&quot;, where is that happening? When is the `data` argument a CIF? I see you passing in functions of the form `() =&gt; Data` which isn't a CIF.",0
Cuuld you check this [SO answer](https://stackoverflow.com/questions/67449798/angular-mat-table-inline-filter-with-drop-down) and this [stackblitz](https://stackblitz.com/edit/angular-mucxn8?file=src%2Fapp%2Fapp.component.ts),0
"Okay I'm gone for 20min and I return to this haha. The application is shipped to &gt;80k people that run it on Mac, Windows, Linux and everything in between. The drives range from m.2 SSD's to network mounted HDD's (I have an SMB HDD share). So hopefully there is a cross-FS solution, or a solution that works for the most used filesystems. The application is distributed via a Linux docker container, so at least it should support that (but there are people that don't use docker but have a manual install instead; that's why it could be all OS'es).",0
"why not just try to delete it, and see what the os says? rmdir will fail instantly if the directory is not empty. `os.listdir` is a very unoptimal way to check if a dir is empty anyway. Better use `os.scandir` which iterates",0
"Perhaps I'm missing something. The function takes (according to the question) either a value that could be None or boolean OR a dictionary. So, why not define it as taking just one argument, use isinstance(arg, dict) and go from there? Also, bool(int(onoff)) isn't very helpful if onoff==&quot;0&quot;",0
It works fine. Thanks!,0
"A simpiler test case on the cmd line doesn't have a problem deleting `#` prefixed string, i.e. `echo &quot;#xyz&quot; | sed 's/#xyz/abc/'` produces `abc`. I have no experience w docker, but I guess I would try escaping the `#` char (possibly more than once) OR recompose your `$FIND` string so it is enclosed with single quotes, i.e. `FIND='# '&quot;'&quot;'App\\Message\\YourMessage'&quot;'&quot;':'` (untested). Good luck.",0
@mozway thank you for your comment. Added example,0
Often times it's helpful to turn off application level features like screen updating and calcuations (and turning them back on at the end of the VBA). See [this answer](https://stackoverflow.com/a/47092175/2221001) which covers the things that folks normally toggle off and then back on again and consider adding to the top and bottom of your very long code.,0
Ok while I look into this can you see if this could be a good solution for you? Save your cred in credential manager and then you can use the credentials in powershell https://www.powershellgallery.com/packages/CredentialManager/2.0,0
"mujoco will weld the position of `mocap_test` to position of `finger1_distal`. Make sure that (0,0) of `finger1_distal` is at the same position as the `mocap_test` and that (0,0) of `finger1_distal` is at the tip. Otherwise, create a body where the `finger1_tip` is located and weld to that.",42
"I'm not 100% sure if the standard covers this issue one way or the other, and I don't think the citations I've given obviously prove it one way or the other. I suspect that it's IFNDR and it works for MSVC and Clang due to memoization.",0
Does this answer your question? [What is a debugger and how can it help me diagnose problems?](https://stackoverflow.com/questions/25385173/what-is-a-debugger-and-how-can-it-help-me-diagnose-problems),0
I just also tried log4j v 2.22.0 and 3.0 beta. No difference.&#xA;@k314159 Indeed I also noticed this fact. And all solutions I found indicated this is only activity I should do: just add multi-release. Maybe this is ignored from some version of java?,0
"Given you may not be able to assume all dependencies are built by maven, a quick-and-dirty approach would be to simply [add the jarfile as a dependency](https://stackoverflow.com/questions/4955635/how-to-add-local-jar-files-to-a-maven-project). Alternatively, you could `mvn install` the jarfiles with generated pom files per jar, allowing you to then keep the dependencies in one place across multiple projects. These are both stopgaps compared to actually going through and getting thr proper versions and maven strings per jar. For ones built with maven, the answer below will save time.",0
"You can also add multiple items in one line: `{**/*.svg,**/*.npm,**/*.csv}`",0
If you don't think this is the reason then post a reproducible example.,0
#import &quot;FingerprintSDKWrapper.h&quot; same issue,0
"That's not how the sample command works. If you do `sample(c(0,1),1, prob = c(0.2, 0.3))` It will normalize the probabilities to sum to 1. So it will draw values from a distribution where 0 has probability .4 and 1 has probability .6.  Same as `sample(c(0,1),1, prob = c(2, 3))`. And then since you only return 1 value, it will get recycled to the full length of the column.",100
"Django settings for Diabetes_Prediction project.&#xA;&#xA;Generated by 'django-admin startproject' using Django 5.0.1.&#xA;&#xA;For more information on this file, see&#xA;https://docs.djangoproject.com/en/5.0/topics/settings/&#xA;&#xA;For the full list of settings and their values, see&#xA;https://docs.djangoproject.com/en/5.0/ref/settings/",65
You can look at Logcat to see why it's crashing...,0
"Thank you! It's good to know that something like `fill = interaction(Status, Species)` could simply do the trick.",0
this one is the best solution for me after migrate from bash to zsh,0
"It means the function returns the argument itself (which is a function by itself), just for the sake of constraining the type",0
@juniormehmet2 No problem I am happy to help. Have a great coding session and day :),0
"You may also want to consider unit tests, static analysis, and building with sanitizers enabled.  And, if you're not already, crank up your compiler's warnings as high as you can.",0
service &quot;mailpit&quot; refers to undefined network sail: invalid compose project&#xA;It is giving me this error. Because I am not using sail . Is there any other way to do that?,0
"@AdriánRodriguez, if you have tried everything in this thread and have explored other solutions on the site, I recommend you open a new question and describe your specific issue.",0
"For the fields that you bind with the Html Tag helper (EditorFor, DropDownListFor), none of the fields are have validation attributes specified. These are the fields in the OrderItemViewModel class.",0
"yeah thx, there was also another error : i created an input and for an input to have a value it must be assigned directly on the site, so i created a label for my checkbox instead.",0
This answer only solves the presentation of the picked address.&#xA;@ezhupa99's answer below also takes care of correct parsing of textual input,0
You may need to tune some properties. See [this](https://books.japila.pl/delta-lake-internals/commands/optimize/#bin-packing),0
"Sorry, I don't see how that answers my question. Can you spell it out to me? Exactly where are you passing a CIF as an *argument* to another function?",34
Yeah but your certificate is `Development` right? In-house distribution is for Enterprise account.,0
"To my understanding, when using the `link` option with `apply_async`, the chain is established at the time I call taskA.apply_async and taskB will always run. Am i right? In my case I only know if I want to run taskB at a later time.",0
"Considering virtually anything could be in column, I would use try_convert()/try_cast().  They would return NULL if the conversion fails rather than throwing an error.",0
Ok. Wanted to confirm your project name. Please also confirm that your app name is also `Diabetes_Prediction`.  Your app is the folder containing your `views.py`.,0
"This is the only message that i can capture : Error Message: Operation returned an invalid status 'Bad Request', unfortunately Microsoft does not provide a good debug mode, cause when I tried to use debug i got misc information and no actual valuable information about the error.",0
"https://jsfiddle.net/ct0omerw/ works fine, the problem from the framework, if you are using bootstrap go with flex.",0
"Think about it. With a C array, `&amp;arr[size]` is equivalent to `&amp;(*(arr+size))`, thus the one-past-the-end pointer *may* be dereferenced, which is not allowed. The same is true for `std::array`, as`arr[size]` returns a reference to the one-past-the-end element, which is not allowed. Some may argue that `&amp;(*(arr+size))` may optimize to just `arr+size` with no dereference. That's possible, but not guaranteed. It depends on the compiler implementation.",83
